"ID","age","value"
"1.37.1","Number of Statements","1"
"1.37.1","Number of Structuring Levels","1"
"1.37.1","Number of Unconditional Jumps","0"
"1.37.1","Number of Go to Statements","0"
"1.37.1","Number of Decision Statements","0"
"1.37.1","Average Statement Size","4"
"1.37.1","Language Scope","1"
"1.37.1","Number of Function Parameters","0"
"1.37.1","Number of Calling Functions","0"
"1.37.1","Number of Called Functions","0"
"1.37.1","Cyclomatic Complexity","1"
"1.37.1","Number of Entry Points","1"
"1.37.2","Number of Distinct Operators","3"
"1.37.2","Number of Distinct Operands","1"
"1.37.2","Number of Operator Occurrences","3"
"1.37.2","Number of Operand Occurrences","1"
"1.37.2","Component Length","4"
"1.37.2","Component Volume","8"
"1.37.2","Vocabulary Size","4"
"1.37.2","Program Level","0.66"
"1.37.2","Program Differences","1.5"
"1.37.2","Effeciency","12"
"1.37.2","Program Time","0.66"
"1.37.2","Itergration","5.33"
"1.37.2","Bug","0"
"1.37.2","Number of Exit Points","1"
"1.37.2","Number of Statements","1"
"1.37.2","Number of Structuring Levels","1"
"1.37.2","Number of Unconditional Jumps","0"
"1.37.2","Number of Go to Statements","0"
"1.37.2","Number of Decision Statements","0"
"1.37.2","Average Statement Size","4"
"1.37.2","Language Scope","1"
"1.37.2","Number of Function Parameters","0"
"1.37.2","Number of Calling Functions","0"
"1.37.2","Number of Called Functions","0"
"1.37.2","Cyclomatic Complexity","1"
"1.37.2","Number of Entry Points","1"
"1.37.3","Number of Distinct Operators","3"
"1.37.3","Number of Distinct Operands","1"
"1.37.3","Number of Operator Occurrences","3"
"1.37.3","Number of Operand Occurrences","1"
"1.37.3","Component Length","4"
"1.37.3","Component Volume","8"
"1.37.3","Vocabulary Size","4"
"1.37.3","Program Level","0.66"
"1.37.3","Program Differences","1.5"
"1.37.3","Effeciency","12"
"1.37.3","Program Time","0.66"
"1.37.3","Itergration","5.33"
"1.37.3","Bug","0"
"1.37.3","Number of Exit Points","1"
"1.37.3","Number of Statements","1"
"1.37.3","Number of Structuring Levels","1"
"1.37.3","Number of Unconditional Jumps","0"
"1.37.3","Number of Go to Statements","0"
"1.37.3","Number of Decision Statements","0"
"1.37.3","Average Statement Size","4"
"1.37.3","Language Scope","1"
"1.37.3","Number of Function Parameters","0"
"1.37.3","Number of Calling Functions","0"
"1.37.3","Number of Called Functions","0"
"1.37.3","Cyclomatic Complexity","1"
"1.37.3","Number of Entry Points","1"
"1.38.1","Number of Distinct Operators","5"
"1.38.1","Number of Distinct Operands","3"
"1.38.1","Number of Operator Occurrences","3"
"1.38.1","Number of Operand Occurrences","2"
"1.38.1","Component Length","5"
"1.38.1","Component Volume","15"
"1.38.1","Vocabulary Size","8"
"1.38.1","Program Level","0.6"
"1.38.1","Program Differences","1.66"
"1.38.1","Effeciency","25"
"1.38.1","Program Time","1.38"
"1.38.1","Itergration","9"
"1.38.1","Bug","0"
"1.38.1","Number of Exit Points","1"
"1.38.1","Number of Statements","2"
"1.38.1","Number of Structuring Levels","1"
"1.38.1","Number of Unconditional Jumps","0"
"1.38.1","Number of Go to Statements","0"
"1.38.1","Number of Decision Statements","0"
"1.38.1","Average Statement Size","2.5"
"1.38.1","Language Scope","0.62"
"1.38.1","Number of Function Parameters","1"
"1.38.1","Number of Calling Functions","0"
"1.38.1","Number of Called Functions","0"
"1.38.1","Cyclomatic Complexity","1"
"1.38.1","Number of Entry Points","1"
"1.39.1","Number of Distinct Operators","10"
"1.39.1","Number of Distinct Operands","10"
"1.39.1","Number of Operator Occurrences","45"
"1.39.1","Number of Operand Occurrences","27"
"1.39.1","Component Length","72"
"1.39.1","Component Volume","311.17"
"1.39.1","Vocabulary Size","20"
"1.39.1","Program Level","0.07"
"1.39.1","Program Differences","13.5"
"1.39.1","Effeciency","4200.91"
"1.39.1","Program Time","233.38"
"1.39.1","Itergration","23.05"
"1.39.1","Bug","0.1"
"1.39.1","Number of Exit Points","1"
"1.39.1","Number of Statements","21"
"1.39.1","Number of Structuring Levels","4"
"1.39.1","Number of Unconditional Jumps","0"
"1.39.1","Number of Go to Statements","0"
"1.39.1","Number of Decision Statements","6"
"1.39.1","Average Statement Size","3.42"
"1.39.1","Language Scope","3.6"
"1.39.1","Number of Function Parameters","0"
"1.39.1","Number of Calling Functions","0"
"1.39.1","Number of Called Functions","0"
"1.39.1","Cyclomatic Complexity","7"
"1.39.1","Number of Entry Points","1"
"1.39.2","Number of Distinct Operators","4"
"1.39.2","Number of Distinct Operands","2"
"1.39.2","Number of Operator Occurrences","4"
"1.39.2","Number of Operand Occurrences","2"
"1.39.2","Component Length","6"
"1.39.2","Component Volume","15.5"
"1.39.2","Vocabulary Size","6"
"1.39.2","Program Level","0.5"
"1.39.2","Program Differences","2"
"1.39.2","Effeciency","31.01"
"1.39.2","Program Time","1.72"
"1.39.2","Itergration","7.75"
"1.39.2","Bug","0"
"1.39.2","Number of Exit Points","1"
"1.39.2","Number of Statements","1"
"1.39.2","Number of Structuring Levels","1"
"1.39.2","Number of Unconditional Jumps","0"
"1.39.2","Number of Go to Statements","0"
"1.39.2","Number of Decision Statements","0"
"1.39.2","Average Statement Size","6"
"1.39.2","Language Scope","1"
"1.39.2","Number of Function Parameters","2"
"1.39.2","Number of Calling Functions","0"
"1.39.2","Number of Called Functions","0"
"1.39.2","Cyclomatic Complexity","1"
"1.39.2","Number of Entry Points","1"
"1.39.3","Number of Distinct Operators","4"
"1.39.3","Number of Distinct Operands","2"
"1.39.3","Number of Operator Occurrences","4"
"1.39.3","Number of Operand Occurrences","2"
"1.39.3","Component Length","6"
"1.39.3","Component Volume","15.5"
"1.39.3","Vocabulary Size","6"
"1.39.3","Program Level","0.5"
"1.39.3","Program Differences","2"
"1.39.3","Effeciency","31.01"
"1.39.3","Program Time","1.72"
"1.39.3","Itergration","7.75"
"1.39.3","Bug","0"
"1.39.3","Number of Exit Points","1"
"1.39.3","Number of Statements","1"
"1.39.3","Number of Structuring Levels","1"
"1.39.3","Number of Unconditional Jumps","0"
"1.39.3","Number of Go to Statements","0"
"1.39.3","Number of Decision Statements","0"
"1.39.3","Average Statement Size","6"
"1.39.3","Language Scope","1"
"1.39.3","Number of Function Parameters","2"
"1.39.3","Number of Calling Functions","0"
"1.39.3","Number of Called Functions","0"
"1.39.3","Cyclomatic Complexity","1"
"1.39.3","Number of Entry Points","1"
"1.39.4","Number of Distinct Operators","7"
"1.39.4","Number of Distinct Operands","3"
"1.39.4","Number of Operator Occurrences","8"
"1.39.4","Number of Operand Occurrences","4"
"1.39.4","Component Length","12"
"1.39.4","Component Volume","39.86"
"1.39.4","Vocabulary Size","10"
"1.39.4","Program Level","0.21"
"1.39.4","Program Differences","4.66"
"1.39.4","Effeciency","186.02"
"1.39.4","Program Time","10.33"
"1.39.4","Itergration","8.54"
"1.39.4","Bug","0.01"
"1.39.4","Number of Exit Points","2"
"1.39.4","Number of Statements","3"
"1.39.4","Number of Structuring Levels","2"
"1.39.4","Number of Unconditional Jumps","0"
"1.39.4","Number of Go to Statements","0"
"1.39.4","Number of Decision Statements","2"
"1.39.4","Average Statement Size","4"
"1.39.4","Language Scope","1.2"
"1.39.4","Number of Function Parameters","2"
"1.39.4","Number of Calling Functions","0"
"1.39.4","Number of Called Functions","0"
"1.39.4","Cyclomatic Complexity","3"
"1.39.4","Number of Entry Points","1"
"1.39.5","Number of Distinct Operators","5"
"1.39.5","Number of Distinct Operands","3"
"1.39.5","Number of Operator Occurrences","4"
"1.39.5","Number of Operand Occurrences","2"
"1.39.5","Component Length","6"
"1.39.5","Component Volume","18"
"1.39.5","Vocabulary Size","8"
"1.39.5","Program Level","0.6"
"1.39.5","Program Differences","1.66"
"1.39.5","Effeciency","30"
"1.39.5","Program Time","1.66"
"1.39.5","Itergration","10.8"
"1.39.5","Bug","0"
"1.39.5","Number of Exit Points","1"
"1.39.5","Number of Statements","1"
"1.39.5","Number of Structuring Levels","0"
"1.39.5","Number of Unconditional Jumps","0"
"1.39.5","Number of Go to Statements","0"
"1.39.5","Number of Decision Statements","0"
"1.39.5","Average Statement Size","6"
"1.39.5","Language Scope","0.75"
"1.39.5","Number of Function Parameters","2"
"1.39.5","Number of Calling Functions","0"
"1.39.5","Number of Called Functions","0"
"1.39.5","Cyclomatic Complexity","1"
"1.39.5","Number of Entry Points","1"
"1.40.1","Number of Distinct Operators","3"
"1.40.1","Number of Distinct Operands","0"
"1.40.1","Number of Operator Occurrences","3"
"1.40.1","Number of Operand Occurrences","0"
"1.40.1","Component Length","3"
"1.40.1","Component Volume","4.75"
"1.40.1","Vocabulary Size","3"
"1.40.1","Program Level","0"
"1.40.1","Program Differences","0"
"1.40.1","Effeciency","0"
"1.40.1","Program Time","0"
"1.40.1","Itergration","0"
"1.40.1","Bug","0"
"1.40.1","Number of Exit Points","1"
"1.40.1","Number of Statements","1"
"1.40.1","Number of Structuring Levels","1"
"1.40.1","Number of Unconditional Jumps","0"
"1.40.1","Number of Go to Statements","0"
"1.40.1","Number of Decision Statements","0"
"1.40.1","Average Statement Size","3"
"1.40.1","Language Scope","1"
"1.40.1","Number of Function Parameters","0"
"1.40.1","Number of Calling Functions","0"
"1.40.1","Number of Called Functions","0"
"1.40.1","Cyclomatic Complexity","1"
"1.40.1","Number of Entry Points","1"
"1.41.1","Number of Distinct Operators","3"
"1.41.1","Number of Distinct Operands","3"
"1.41.1","Number of Operator Occurrences","4"
"1.41.1","Number of Operand Occurrences","2"
"1.41.1","Component Length","6"
"1.41.1","Component Volume","15.5"
"1.41.1","Vocabulary Size","6"
"1.41.1","Program Level","1"
"1.41.1","Program Differences","1"
"1.41.1","Effeciency","15.5"
"1.41.1","Program Time","0.86"
"1.41.1","Itergration","15.5"
"1.41.1","Bug","0"
"1.41.1","Number of Exit Points","1"
"1.41.1","Number of Statements","2"
"1.41.1","Number of Structuring Levels","1"
"1.41.1","Number of Unconditional Jumps","0"
"1.41.1","Number of Go to Statements","0"
"1.41.1","Number of Decision Statements","0"
"1.41.1","Average Statement Size","3"
"1.41.1","Language Scope","1"
"1.41.1","Number of Function Parameters","0"
"1.41.1","Number of Calling Functions","0"
"1.41.1","Number of Called Functions","0"
"1.41.1","Cyclomatic Complexity","1"
"1.41.1","Number of Entry Points","1"
"1.42.1","Number of Distinct Operators","5"
"1.42.1","Number of Distinct Operands","3"
"1.42.1","Number of Operator Occurrences","3"
"1.42.1","Number of Operand Occurrences","2"
"1.42.1","Component Length","5"
"1.42.1","Component Volume","15"
"1.42.1","Vocabulary Size","8"
"1.42.1","Program Level","0.6"
"1.42.1","Program Differences","1.66"
"1.42.1","Effeciency","25"
"1.42.1","Program Time","1.38"
"1.42.1","Itergration","9"
"1.42.1","Bug","0"
"1.42.1","Number of Exit Points","1"
"1.42.1","Number of Statements","2"
"1.42.1","Number of Structuring Levels","1"
"1.42.1","Number of Unconditional Jumps","0"
"1.42.1","Number of Go to Statements","0"
"1.42.1","Number of Decision Statements","0"
"1.42.1","Average Statement Size","2.5"
"1.42.1","Language Scope","0.62"
"1.42.1","Number of Function Parameters","1"
"1.42.1","Number of Calling Functions","0"
"1.42.1","Number of Called Functions","0"
"1.42.1","Cyclomatic Complexity","1"
"1.42.1","Number of Entry Points","1"
"1.43.1","Number of Distinct Operators","1"
"1.43.1","Number of Distinct Operands","0"
"1.43.1","Number of Operator Occurrences","2"
"1.43.1","Number of Operand Occurrences","0"
"1.43.1","Component Length","2"
"1.43.1","Component Volume","0"
"1.43.1","Vocabulary Size","1"
"1.43.1","Program Level","0"
"1.43.1","Program Differences","0"
"1.43.1","Effeciency","0"
"1.43.1","Program Time","0"
"1.43.1","Itergration","0"
"1.43.1","Bug","0"
"1.43.1","Number of Exit Points","1"
"1.43.1","Number of Statements","2"
"1.43.1","Number of Structuring Levels","2"
"1.43.1","Number of Unconditional Jumps","0"
"1.43.1","Number of Go to Statements","0"
"1.43.1","Number of Decision Statements","0"
"1.43.1","Average Statement Size","1"
"1.43.1","Language Scope","2"
"1.43.1","Number of Function Parameters","1"
"1.43.1","Number of Calling Functions","0"
"1.43.1","Number of Called Functions","0"
"1.43.1","Cyclomatic Complexity","1"
"1.43.1","Number of Entry Points","1"
"1.43.2","Number of Distinct Operators","1"
"1.43.2","Number of Distinct Operands","0"
"1.43.2","Number of Operator Occurrences","1"
"1.43.2","Number of Operand Occurrences","0"
"1.43.2","Component Length","1"
"1.43.2","Component Volume","0"
"1.43.2","Vocabulary Size","1"
"1.43.2","Program Level","0"
"1.43.2","Program Differences","0"
"1.43.2","Effeciency","0"
"1.43.2","Program Time","0"
"1.43.2","Itergration","0"
"1.43.2","Bug","0"
"1.43.2","Number of Exit Points","1"
"1.43.2","Number of Statements","1"
"1.43.2","Number of Structuring Levels","1"
"1.43.2","Number of Unconditional Jumps","0"
"1.43.2","Number of Go to Statements","0"
"1.43.2","Number of Decision Statements","0"
"1.43.2","Average Statement Size","1"
"1.43.2","Language Scope","1"
"1.43.2","Number of Function Parameters","1"
"1.43.2","Number of Calling Functions","0"
"1.43.2","Number of Called Functions","0"
"1.43.2","Cyclomatic Complexity","1"
"1.43.2","Number of Entry Points","1"
"1.44.1","Number of Distinct Operators","4"
"1.44.1","Number of Distinct Operands","1"
"1.44.1","Number of Operator Occurrences","2"
"1.44.1","Number of Operand Occurrences","1"
"1.44.1","Component Length","3"
"1.44.1","Component Volume","6.96"
"1.44.1","Vocabulary Size","5"
"1.44.1","Program Level","0.5"
"1.44.1","Program Differences","2"
"1.44.1","Effeciency","13.93"
"1.44.1","Program Time","0.77"
"1.44.1","Itergration","3.48"
"1.44.1","Bug","0"
"1.44.1","Number of Exit Points","1"
"1.44.1","Number of Statements","2"
"1.44.1","Number of Structuring Levels","1"
"1.44.1","Number of Unconditional Jumps","0"
"1.44.1","Number of Go to Statements","0"
"1.44.1","Number of Decision Statements","0"
"1.44.1","Average Statement Size","1.5"
"1.44.1","Language Scope","0.6"
"1.44.1","Number of Function Parameters","1"
"1.44.1","Number of Calling Functions","0"
"1.44.1","Number of Called Functions","0"
"1.44.1","Cyclomatic Complexity","1"
"1.44.1","Number of Entry Points","1"
"1.45.1","Number of Distinct Operators","5"
"1.45.1","Number of Distinct Operands","4"
"1.45.1","Number of Operator Occurrences","5"
"1.45.1","Number of Operand Occurrences","4"
"1.45.1","Component Length","9"
"1.45.1","Component Volume","28.52"
"1.45.1","Vocabulary Size","9"
"1.45.1","Program Level","0.4"
"1.45.1","Program Differences","2.5"
"1.45.1","Effeciency","71.32"
"1.45.1","Program Time","3.96"
"1.45.1","Itergration","11.41"
"1.45.1","Bug","0"
"1.45.1","Number of Exit Points","1"
"1.45.1","Number of Statements","3"
"1.45.1","Number of Structuring Levels","1"
"1.45.1","Number of Unconditional Jumps","0"
"1.45.1","Number of Go to Statements","0"
"1.45.1","Number of Decision Statements","0"
"1.45.1","Average Statement Size","3"
"1.45.1","Language Scope","1"
"1.45.1","Number of Function Parameters","1"
"1.45.1","Number of Calling Functions","0"
"1.45.1","Number of Called Functions","0"
"1.45.1","Cyclomatic Complexity","1"
"1.45.1","Number of Entry Points","1"
"1.46.1","Number of Distinct Operators","2"
"1.46.1","Number of Distinct Operands","2"
"1.46.1","Number of Operator Occurrences","3"
"1.46.1","Number of Operand Occurrences","1"
"1.46.1","Component Length","4"
"1.46.1","Component Volume","8"
"1.46.1","Vocabulary Size","4"
"1.46.1","Program Level","2"
"1.46.1","Program Differences","0.5"
"1.46.1","Effeciency","4"
"1.46.1","Program Time","0.22"
"1.46.1","Itergration","16"
"1.46.1","Bug","0"
"1.46.1","Number of Exit Points","1"
"1.46.1","Number of Statements","2"
"1.46.1","Number of Structuring Levels","1"
"1.46.1","Number of Unconditional Jumps","0"
"1.46.1","Number of Go to Statements","0"
"1.46.1","Number of Decision Statements","0"
"1.46.1","Average Statement Size","2"
"1.46.1","Language Scope","1"
"1.46.1","Number of Function Parameters","0"
"1.46.1","Number of Calling Functions","0"
"1.46.1","Number of Called Functions","0"
"1.46.1","Cyclomatic Complexity","1"
"1.46.1","Number of Entry Points","1"
"1.47.1","Number of Distinct Operators","1"
"1.47.1","Number of Distinct Operands","0"
"1.47.1","Number of Operator Occurrences","1"
"1.47.1","Number of Operand Occurrences","0"
"1.47.1","Component Length","1"
"1.47.1","Component Volume","0"
"1.47.1","Vocabulary Size","1"
"1.47.1","Program Level","0"
"1.47.1","Program Differences","0"
"1.47.1","Effeciency","0"
"1.47.1","Program Time","0"
"1.47.1","Itergration","0"
"1.47.1","Bug","0"
"1.47.1","Number of Exit Points","1"
"1.47.1","Number of Statements","1"
"1.47.1","Number of Structuring Levels","1"
"1.47.1","Number of Unconditional Jumps","0"
"1.47.1","Number of Go to Statements","0"
"1.47.1","Number of Decision Statements","0"
"1.47.1","Average Statement Size","1"
"1.47.1","Language Scope","1"
"1.47.1","Number of Function Parameters","2"
"1.47.1","Number of Calling Functions","0"
"1.47.1","Number of Called Functions","0"
"1.47.1","Cyclomatic Complexity","1"
"1.47.1","Number of Entry Points","1"
"1.47.2","Number of Distinct Operators","1"
"1.47.2","Number of Distinct Operands","0"
"1.47.2","Number of Operator Occurrences","1"
"1.47.2","Number of Operand Occurrences","0"
"1.47.2","Component Length","1"
"1.47.2","Component Volume","0"
"1.47.2","Vocabulary Size","1"
"1.47.2","Program Level","0"
"1.47.2","Program Differences","0"
"1.47.2","Effeciency","0"
"1.47.2","Program Time","0"
"1.47.2","Itergration","0"
"1.47.2","Bug","0"
"1.47.2","Number of Exit Points","1"
"1.47.2","Number of Statements","1"
"1.47.2","Number of Structuring Levels","1"
"1.47.2","Number of Unconditional Jumps","0"
"1.47.2","Number of Go to Statements","0"
"1.47.2","Number of Decision Statements","0"
"1.47.2","Average Statement Size","1"
"1.47.2","Language Scope","1"
"1.47.2","Number of Function Parameters","3"
"1.47.2","Number of Calling Functions","0"
"1.47.2","Number of Called Functions","0"
"1.47.2","Cyclomatic Complexity","1"
"1.47.2","Number of Entry Points","1"
"1.47.3","Number of Distinct Operators","1"
"1.47.3","Number of Distinct Operands","0"
"1.47.3","Number of Operator Occurrences","1"
"1.47.3","Number of Operand Occurrences","0"
"1.47.3","Component Length","1"
"1.47.3","Component Volume","0"
"1.47.3","Vocabulary Size","1"
"1.47.3","Program Level","0"
"1.47.3","Program Differences","0"
"1.47.3","Effeciency","0"
"1.47.3","Program Time","0"
"1.47.3","Itergration","0"
"1.47.3","Bug","0"
"1.47.3","Number of Exit Points","1"
"1.47.3","Number of Statements","1"
"1.47.3","Number of Structuring Levels","1"
"1.47.3","Number of Unconditional Jumps","0"
"1.47.3","Number of Go to Statements","0"
"1.47.3","Number of Decision Statements","0"
"1.47.3","Average Statement Size","1"
"1.47.3","Language Scope","1"
"1.47.3","Number of Function Parameters","2"
"1.47.3","Number of Calling Functions","0"
"1.47.3","Number of Called Functions","0"
"1.47.3","Cyclomatic Complexity","1"
"1.47.3","Number of Entry Points","1"
"1.47.4","Number of Distinct Operators","1"
"1.47.4","Number of Distinct Operands","0"
"1.47.4","Number of Operator Occurrences","1"
"1.47.4","Number of Operand Occurrences","0"
"1.47.4","Component Length","1"
"1.47.4","Component Volume","0"
"1.47.4","Vocabulary Size","1"
"1.47.4","Program Level","0"
"1.47.4","Program Differences","0"
"1.47.4","Effeciency","0"
"1.47.4","Program Time","0"
"1.47.4","Itergration","0"
"1.47.4","Bug","0"
"1.47.4","Number of Exit Points","1"
"1.47.4","Number of Statements","1"
"1.47.4","Number of Structuring Levels","1"
"1.47.4","Number of Unconditional Jumps","0"
"1.47.4","Number of Go to Statements","0"
"1.47.4","Number of Decision Statements","0"
"1.47.4","Average Statement Size","1"
"1.47.4","Language Scope","1"
"1.47.4","Number of Function Parameters","2"
"1.47.4","Number of Calling Functions","0"
"1.47.4","Number of Called Functions","0"
"1.47.4","Cyclomatic Complexity","1"
"1.47.4","Number of Entry Points","1"
"1.47.5","Number of Distinct Operators","7"
"1.47.5","Number of Distinct Operands","3"
"1.47.5","Number of Operator Occurrences","10"
"1.47.5","Number of Operand Occurrences","9"
"1.47.5","Component Length","19"
"1.47.5","Component Volume","63.11"
"1.47.5","Vocabulary Size","10"
"1.47.5","Program Level","0.09"
"1.47.5","Program Differences","10.49"
"1.47.5","Effeciency","662.72"
"1.47.5","Program Time","36.81"
"1.47.5","Itergration","6.01"
"1.47.5","Bug","0.02"
"1.47.5","Number of Exit Points","1"
"1.47.5","Number of Statements","5"
"1.47.5","Number of Structuring Levels","1"
"1.47.5","Number of Unconditional Jumps","0"
"1.47.5","Number of Go to Statements","0"
"1.47.5","Number of Decision Statements","0"
"1.47.5","Average Statement Size","3.79"
"1.47.5","Language Scope","1.9"
"1.47.5","Number of Function Parameters","3"
"1.47.5","Number of Calling Functions","0"
"1.47.5","Number of Called Functions","0"
"1.47.5","Cyclomatic Complexity","1"
"1.47.5","Number of Entry Points","1"
"1.48.1","Number of Distinct Operators","5"
"1.48.1","Number of Distinct Operands","4"
"1.48.1","Number of Operator Occurrences","4"
"1.48.1","Number of Operand Occurrences","3"
"1.48.1","Component Length","7"
"1.48.1","Component Volume","22.18"
"1.48.1","Vocabulary Size","9"
"1.48.1","Program Level","0.53"
"1.48.1","Program Differences","1.87"
"1.48.1","Effeciency","41.6"
"1.48.1","Program Time","2.31"
"1.48.1","Itergration","11.83"
"1.48.1","Bug","0"
"1.48.1","Number of Exit Points","1"
"1.48.1","Number of Statements","2"
"1.48.1","Number of Structuring Levels","1"
"1.48.1","Number of Unconditional Jumps","0"
"1.48.1","Number of Go to Statements","0"
"1.48.1","Number of Decision Statements","0"
"1.48.1","Average Statement Size","3.5"
"1.48.1","Language Scope","0.77"
"1.48.1","Number of Function Parameters","1"
"1.48.1","Number of Calling Functions","0"
"1.48.1","Number of Called Functions","0"
"1.48.1","Cyclomatic Complexity","1"
"1.48.1","Number of Entry Points","1"
"1.49.1","Number of Distinct Operators","6"
"1.49.1","Number of Distinct Operands","4"
"1.49.1","Number of Operator Occurrences","6"
"1.49.1","Number of Operand Occurrences","4"
"1.49.1","Component Length","10"
"1.49.1","Component Volume","33.21"
"1.49.1","Vocabulary Size","10"
"1.49.1","Program Level","0.33"
"1.49.1","Program Differences","3"
"1.49.1","Effeciency","99.65"
"1.49.1","Program Time","5.53"
"1.49.1","Itergration","11.07"
"1.49.1","Bug","0.01"
"1.49.1","Number of Exit Points","1"
"1.49.1","Number of Statements","3"
"1.49.1","Number of Structuring Levels","1"
"1.49.1","Number of Unconditional Jumps","0"
"1.49.1","Number of Go to Statements","0"
"1.49.1","Number of Decision Statements","0"
"1.49.1","Average Statement Size","3.33"
"1.49.1","Language Scope","1"
"1.49.1","Number of Function Parameters","1"
"1.49.1","Number of Calling Functions","0"
"1.49.1","Number of Called Functions","0"
"1.49.1","Cyclomatic Complexity","1"
"1.49.1","Number of Entry Points","1"
"1.49.2","Number of Distinct Operators","6"
"1.49.2","Number of Distinct Operands","6"
"1.49.2","Number of Operator Occurrences","9"
"1.49.2","Number of Operand Occurrences","6"
"1.49.2","Component Length","15"
"1.49.2","Component Volume","53.77"
"1.49.2","Vocabulary Size","12"
"1.49.2","Program Level","0.33"
"1.49.2","Program Differences","3"
"1.49.2","Effeciency","161.32"
"1.49.2","Program Time","8.96"
"1.49.2","Itergration","17.92"
"1.49.2","Bug","0.01"
"1.49.2","Number of Exit Points","1"
"1.49.2","Number of Statements","4"
"1.49.2","Number of Structuring Levels","1"
"1.49.2","Number of Unconditional Jumps","0"
"1.49.2","Number of Go to Statements","0"
"1.49.2","Number of Decision Statements","0"
"1.49.2","Average Statement Size","3.75"
"1.49.2","Language Scope","1.25"
"1.49.2","Number of Function Parameters","1"
"1.49.2","Number of Calling Functions","0"
"1.49.2","Number of Called Functions","0"
"1.49.2","Cyclomatic Complexity","1"
"1.49.2","Number of Entry Points","1"
"1.49.3","Number of Distinct Operators","6"
"1.49.3","Number of Distinct Operands","7"
"1.49.3","Number of Operator Occurrences","12"
"1.49.3","Number of Operand Occurrences","9"
"1.49.3","Component Length","21"
"1.49.3","Component Volume","77.7"
"1.49.3","Vocabulary Size","13"
"1.49.3","Program Level","0.25"
"1.49.3","Program Differences","3.85"
"1.49.3","Effeciency","299.73"
"1.49.3","Program Time","16.65"
"1.49.3","Itergration","20.14"
"1.49.3","Bug","0.02"
"1.49.3","Number of Exit Points","1"
"1.49.3","Number of Statements","5"
"1.49.3","Number of Structuring Levels","1"
"1.49.3","Number of Unconditional Jumps","0"
"1.49.3","Number of Go to Statements","0"
"1.49.3","Number of Decision Statements","0"
"1.49.3","Average Statement Size","4.19"
"1.49.3","Language Scope","1.61"
"1.49.3","Number of Function Parameters","1"
"1.49.3","Number of Calling Functions","0"
"1.49.3","Number of Called Functions","0"
"1.49.3","Cyclomatic Complexity","1"
"1.49.3","Number of Entry Points","1"
"1.49.4","Number of Distinct Operators","9"
"1.49.4","Number of Distinct Operands","8"
"1.49.4","Number of Operator Occurrences","15"
"1.49.4","Number of Operand Occurrences","10"
"1.49.4","Component Length","25"
"1.49.4","Component Volume","102.18"
"1.49.4","Vocabulary Size","17"
"1.49.4","Program Level","0.17"
"1.49.4","Program Differences","5.62"
"1.49.4","Effeciency","574.79"
"1.49.4","Program Time","31.93"
"1.49.4","Itergration","18.16"
"1.49.4","Bug","0.03"
"1.49.4","Number of Exit Points","1"
"1.49.4","Number of Statements","6"
"1.49.4","Number of Structuring Levels","2"
"1.49.4","Number of Unconditional Jumps","0"
"1.49.4","Number of Go to Statements","0"
"1.49.4","Number of Decision Statements","2"
"1.49.4","Average Statement Size","4.16"
"1.49.4","Language Scope","1.47"
"1.49.4","Number of Function Parameters","2"
"1.49.4","Number of Calling Functions","0"
"1.49.4","Number of Called Functions","0"
"1.49.4","Cyclomatic Complexity","3"
"1.49.4","Number of Entry Points","1"
"1.49.5","Number of Distinct Operators","6"
"1.49.5","Number of Distinct Operands","4"
"1.49.5","Number of Operator Occurrences","6"
"1.49.5","Number of Operand Occurrences","4"
"1.49.5","Component Length","10"
"1.49.5","Component Volume","33.21"
"1.49.5","Vocabulary Size","10"
"1.49.5","Program Level","0.33"
"1.49.5","Program Differences","3"
"1.49.5","Effeciency","99.65"
"1.49.5","Program Time","5.53"
"1.49.5","Itergration","11.07"
"1.49.5","Bug","0.01"
"1.49.5","Number of Exit Points","1"
"1.49.5","Number of Statements","3"
"1.49.5","Number of Structuring Levels","1"
"1.49.5","Number of Unconditional Jumps","0"
"1.49.5","Number of Go to Statements","0"
"1.49.5","Number of Decision Statements","0"
"1.49.5","Average Statement Size","3.33"
"1.49.5","Language Scope","1"
"1.49.5","Number of Function Parameters","2"
"1.49.5","Number of Calling Functions","0"
"1.49.5","Number of Called Functions","0"
"1.49.5","Cyclomatic Complexity","1"
"1.49.5","Number of Entry Points","1"
"1.49.6","Number of Distinct Operators","10"
"1.49.6","Number of Distinct Operands","8"
"1.49.6","Number of Operator Occurrences","17"
"1.49.6","Number of Operand Occurrences","10"
"1.49.6","Component Length","27"
"1.49.6","Component Volume","112.58"
"1.49.6","Vocabulary Size","18"
"1.49.6","Program Level","0.16"
"1.49.6","Program Differences","6.24"
"1.49.6","Effeciency","703.67"
"1.49.6","Program Time","39.09"
"1.49.6","Itergration","18.01"
"1.49.6","Bug","0.03"
"1.49.6","Number of Exit Points","1"
"1.49.6","Number of Statements","6"
"1.49.6","Number of Structuring Levels","2"
"1.49.6","Number of Unconditional Jumps","0"
"1.49.6","Number of Go to Statements","0"
"1.49.6","Number of Decision Statements","2"
"1.49.6","Average Statement Size","4.5"
"1.49.6","Language Scope","1.5"
"1.49.6","Number of Function Parameters","2"
"1.49.6","Number of Calling Functions","0"
"1.49.6","Number of Called Functions","0"
"1.49.6","Cyclomatic Complexity","3"
"1.49.6","Number of Entry Points","1"
