"ID","age","value"
"1.32.21","file_id","419"
"1.32.21","goto_num","0"
"1.32.21","cyclomatic","2"
"1.32.21","prg_dif","15"
"1.32.21","ocr_optr","46"
"1.32.21","dcs_stmt","1"
"1.32.21","uncond_num","0"
"1.32.21","prg_lv","0"
"1.32.21","prg_time","337"
"1.32.21","entry_ptr","1"
"1.32.21","cpnt_vol","391"
"1.32.21","call_num","0"
"1.32.21","dlv_bug","0"
"1.32.21","name","searchData2LDAP"
"1.32.21","d_oprd","17"
"1.32.21","cpnt_len","77"
"1.32.22","avg_stmt","4"
"1.32.22","scorecard","None"
"1.32.22","exit_pnt","2"
"1.32.22","lang_scope","1"
"1.32.22","strc_lv","2"
"1.32.22","cpnt_voca","25"
"1.32.22","itg_con","13"
"1.32.22","ocr_oprd","12"
"1.32.22","d_optr","16"
"1.32.22","cpnt_eff","1535"
"1.32.22","param_num","1"
"1.32.22","stmt_num","7"
"1.32.22","callby_num","0"
"1.32.22","id","1079"
"1.32.22","file_id","419"
"1.32.22","goto_num","0"
"1.32.22","cyclomatic","3"
"1.32.22","prg_dif","10"
"1.32.22","ocr_optr","19"
"1.32.22","dcs_stmt","2"
"1.32.22","uncond_num","0"
"1.32.22","prg_lv","0"
"1.32.22","prg_time","85"
"1.32.22","entry_ptr","1"
"1.32.22","cpnt_vol","143"
"1.32.22","call_num","0"
"1.32.22","dlv_bug","0"
"1.32.22","name","integer_overflow"
"1.32.22","d_oprd","9"
"1.32.22","cpnt_len","31"
"1.32.23","avg_stmt","4"
"1.32.23","scorecard","None"
"1.32.23","exit_pnt","3"
"1.32.23","lang_scope","1"
"1.32.23","strc_lv","1"
"1.32.23","cpnt_voca","27"
"1.32.23","itg_con","14"
"1.32.23","ocr_oprd","18"
"1.32.23","d_optr","17"
"1.32.23","cpnt_eff","3346"
"1.32.23","param_num","1"
"1.32.23","stmt_num","11"
"1.32.23","callby_num","0"
"1.32.23","id","1080"
"1.32.23","file_id","419"
"1.32.23","goto_num","0"
"1.32.23","cyclomatic","5"
"1.32.23","prg_dif","15"
"1.32.23","ocr_optr","28"
"1.32.23","dcs_stmt","4"
"1.32.23","uncond_num","0"
"1.32.23","prg_lv","0"
"1.32.23","prg_time","185"
"1.32.23","entry_ptr","1"
"1.32.23","cpnt_vol","218"
"1.32.23","call_num","0"
"1.32.23","dlv_bug","0"
"1.32.23","name","safe_integer_overflow"
"1.32.23","d_oprd","10"
"1.32.23","cpnt_len","46"
"1.32.24","avg_stmt","4"
"1.32.24","scorecard","None"
"1.32.24","exit_pnt","2"
"1.32.24","lang_scope","1"
"1.32.24","strc_lv","1"
"1.32.24","cpnt_voca","32"
"1.32.24","itg_con","17"
"1.32.24","ocr_oprd","22"
"1.32.24","d_optr","19"
"1.32.24","cpnt_eff","4501"
"1.32.24","param_num","0"
"1.32.24","stmt_num","12"
"1.32.24","callby_num","0"
"1.32.24","id","1081"
"1.32.24","file_id","419"
"1.32.24","goto_num","0"
"1.32.24","cyclomatic","4"
"1.32.24","prg_dif","16"
"1.32.24","ocr_optr","34"
"1.32.24","dcs_stmt","3"
"1.32.24","uncond_num","0"
"1.32.24","prg_lv","0"
"1.32.24","prg_time","250"
"1.32.24","entry_ptr","1"
"1.32.24","cpnt_vol","280"
"1.32.24","call_num","0"
"1.32.24","dlv_bug","0"
"1.32.24","name","safe_plaintext_passwd"
"1.32.24","d_oprd","13"
"1.32.24","cpnt_len","56"
"1.32.25","avg_stmt","4"
"1.32.25","scorecard","None"
"1.32.25","exit_pnt","2"
"1.32.25","lang_scope","1"
"1.32.25","strc_lv","1"
"1.32.25","cpnt_voca","32"
"1.32.25","itg_con","19"
"1.32.25","ocr_oprd","24"
"1.32.25","d_optr","18"
"1.32.25","cpnt_eff","4628"
"1.32.25","param_num","0"
"1.32.25","stmt_num","13"
"1.32.25","callby_num","0"
"1.32.25","id","1082"
"1.32.25","file_id","419"
"1.32.25","goto_num","0"
"1.32.25","cyclomatic","4"
"1.32.25","prg_dif","15"
"1.32.25","ocr_optr","36"
"1.32.25","dcs_stmt","3"
"1.32.25","uncond_num","0"
"1.32.25","prg_lv","0"
"1.32.25","prg_time","257"
"1.32.25","entry_ptr","1"
"1.32.25","cpnt_vol","300"
"1.32.25","call_num","0"
"1.32.25","dlv_bug","0"
"1.32.25","name","plaintext_passwd"
"1.32.25","d_oprd","14"
"1.32.25","cpnt_len","60"
"1.32.26","avg_stmt","6"
"1.32.26","scorecard","None"
"1.32.26","exit_pnt","2"
"1.32.26","lang_scope","1"
"1.32.26","strc_lv","1"
"1.32.26","cpnt_voca","34"
"1.32.26","itg_con","16"
"1.32.26","ocr_oprd","28"
"1.32.26","d_optr","20"
"1.32.26","cpnt_eff","6715"
"1.32.26","param_num","2"
"1.32.26","stmt_num","10"
"1.32.26","callby_num","0"
"1.32.26","id","1083"
"1.32.26","file_id","419"
"1.32.26","goto_num","0"
"1.32.26","cyclomatic","4"
"1.32.26","prg_dif","20"
"1.32.26","ocr_optr","38"
"1.32.26","dcs_stmt","3"
"1.32.26","uncond_num","0"
"1.32.26","prg_lv","0"
"1.32.26","prg_time","373"
"1.32.26","entry_ptr","1"
"1.32.26","cpnt_vol","335"
"1.32.26","call_num","0"
"1.32.26","dlv_bug","0"
"1.32.26","name","hardcoded_crypt"
"1.32.26","d_oprd","14"
"1.32.26","cpnt_len","66"
"1.32.27","avg_stmt","6"
"1.32.27","scorecard","None"
"1.32.27","exit_pnt","2"
"1.32.27","lang_scope","1"
"1.32.27","strc_lv","2"
"1.32.27","cpnt_voca","33"
"1.32.27","itg_con","14"
"1.32.27","ocr_oprd","23"
"1.32.27","d_optr","21"
"1.32.27","cpnt_eff","5888"
"1.32.27","param_num","2"
"1.32.27","stmt_num","9"
"1.32.27","callby_num","0"
"1.32.27","id","1084"
"1.32.27","file_id","419"
"1.32.27","goto_num","0"
"1.32.27","cyclomatic","4"
"1.32.27","prg_dif","20"
"1.32.27","ocr_optr","35"
"1.32.27","dcs_stmt","3"
"1.32.27","uncond_num","0"
"1.32.27","prg_lv","0"
"1.32.27","prg_time","327"
"1.32.27","entry_ptr","1"
"1.32.27","cpnt_vol","292"
"1.32.27","call_num","0"
"1.32.27","dlv_bug","0"
"1.32.27","name","safe_hardcoded_crypt"
"1.32.27","d_oprd","12"
"1.32.27","cpnt_len","58"
"1.32.28","avg_stmt","4"
"1.32.28","scorecard","None"
"1.32.28","exit_pnt","1"
"1.32.28","lang_scope","2"
"1.32.28","strc_lv","2"
"1.32.28","cpnt_voca","20"
"1.32.28","itg_con","20"
"1.32.28","ocr_oprd","19"
"1.32.28","d_optr","11"
"1.32.28","cpnt_eff","2709"
"1.32.28","param_num","1"
"1.32.28","stmt_num","13"
"1.32.28","callby_num","0"
"1.32.28","id","1085"
"1.32.28","file_id","419"
"1.32.28","goto_num","0"
"1.32.28","cyclomatic","7"
"1.32.28","prg_dif","11"
"1.32.28","ocr_optr","35"
"1.32.28","dcs_stmt","6"
"1.32.28","uncond_num","0"
"1.32.28","prg_lv","0"
"1.32.28","prg_time","150"
"1.32.28","entry_ptr","1"
"1.32.28","cpnt_vol","233"
"1.32.28","call_num","0"
"1.32.28","dlv_bug","0"
"1.32.28","name","unexpected_sign_extension2"
"1.32.28","d_oprd","9"
"1.32.28","cpnt_len","54"
"1.32.29","avg_stmt","3"
"1.32.29","scorecard","None"
"1.32.29","exit_pnt","1"
"1.32.29","lang_scope","2"
"1.32.29","strc_lv","2"
"1.32.29","cpnt_voca","19"
"1.32.29","itg_con","17"
"1.32.29","ocr_oprd","19"
"1.32.29","d_optr","10"
"1.32.29","cpnt_eff","1928"
"1.32.29","param_num","1"
"1.32.29","stmt_num","12"
"1.32.29","callby_num","0"
"1.32.29","id","1086"
"1.32.29","file_id","419"
"1.32.29","goto_num","0"
"1.32.29","cyclomatic","7"
"1.32.29","prg_dif","10"
"1.32.29","ocr_optr","24"
"1.32.29","dcs_stmt","6"
"1.32.29","uncond_num","0"
"1.32.29","prg_lv","0"
"1.32.29","prg_time","107"
"1.32.29","entry_ptr","1"
"1.32.29","cpnt_vol","182"
"1.32.29","call_num","0"
"1.32.29","dlv_bug","0"
"1.32.29","name","unexpected_sign_extension"
"1.32.29","d_oprd","9"
"1.32.29","cpnt_len","43"
"1.32.30","avg_stmt","3"
"1.32.30","scorecard","None"
"1.32.30","exit_pnt","2"
"1.32.30","lang_scope","1"
"1.32.30","strc_lv","2"
"1.32.30","cpnt_voca","19"
"1.32.30","itg_con","13"
"1.32.30","ocr_oprd","9"
"1.32.30","d_optr","12"
"1.32.30","cpnt_eff","819"
"1.32.30","param_num","0"
"1.32.30","stmt_num","7"
"1.32.30","callby_num","0"
"1.32.30","id","1087"
"1.32.30","file_id","419"
"1.32.30","goto_num","0"
"1.32.30","cyclomatic","3"
"1.32.30","prg_dif","7"
"1.32.30","ocr_optr","16"
"1.32.30","dcs_stmt","2"
"1.32.30","uncond_num","0"
"1.32.30","prg_lv","0"
"1.32.30","prg_time","45"
"1.32.30","entry_ptr","1"
"1.32.30","cpnt_vol","106"
"1.32.30","call_num","0"
"1.32.30","dlv_bug","0"
"1.32.30","name","test_strcpy"
"1.32.30","d_oprd","7"
"1.32.30","cpnt_len","25"
"1.32.31","avg_stmt","6"
"1.32.31","scorecard","None"
"1.32.31","exit_pnt","1"
"1.32.31","lang_scope","1"
"1.32.31","strc_lv","0"
"1.32.31","cpnt_voca","12"
"1.32.31","itg_con","12"
"1.32.31","ocr_oprd","5"
"1.32.31","d_optr","7"
"1.32.31","cpnt_eff","150"
"1.32.31","param_num","2"
"1.32.31","stmt_num","2"
"1.32.31","callby_num","0"
"1.32.31","id","1088"
"1.32.31","file_id","419"
"1.32.31","goto_num","0"
"1.32.31","cyclomatic","1"
"1.32.31","prg_dif","3"
"1.32.31","ocr_optr","7"
"1.32.31","dcs_stmt","0"
"1.32.31","uncond_num","0"
"1.32.31","prg_lv","0"
"1.32.31","prg_time","8"
"1.32.31","entry_ptr","1"
"1.32.31","cpnt_vol","43"
"1.32.31","call_num","0"
"1.32.31","dlv_bug","0"
"1.32.31","name","aux_test_extreme"
"1.32.31","d_oprd","5"
"1.32.31","cpnt_len","12"
"1.32.32","avg_stmt","3"
"1.32.32","scorecard","None"
"1.32.32","exit_pnt","2"
"1.32.32","lang_scope","1"
"1.32.32","strc_lv","2"
"1.32.32","cpnt_voca","19"
"1.32.32","itg_con","16"
"1.32.32","ocr_oprd","9"
"1.32.32","d_optr","11"
"1.32.32","cpnt_eff","630"
"1.32.32","param_num","0"
"1.32.32","stmt_num","8"
"1.32.32","callby_num","0"
"1.32.32","id","1089"
"1.32.32","file_id","419"
"1.32.32","goto_num","0"
"1.32.32","cyclomatic","3"
"1.32.32","prg_dif","6"
"1.32.32","ocr_optr","15"
"1.32.32","dcs_stmt","2"
"1.32.32","uncond_num","0"
"1.32.32","prg_lv","0"
"1.32.32","prg_time","35"
"1.32.32","entry_ptr","1"
"1.32.32","cpnt_vol","101"
"1.32.32","call_num","0"
"1.32.32","dlv_bug","0"
"1.32.32","name","test_extreme"
"1.32.32","d_oprd","8"
"1.32.32","cpnt_len","24"
"1.33.1","avg_stmt","3"
"1.33.1","scorecard","None"
"1.33.1","exit_pnt","1"
"1.33.1","lang_scope","1"
"1.33.1","strc_lv","0"
"1.33.1","cpnt_voca","12"
"1.33.1","itg_con","12"
"1.33.1","ocr_oprd","5"
"1.33.1","d_optr","7"
"1.33.1","cpnt_eff","150"
"1.33.1","param_num","0"
"1.33.1","stmt_num","4"
"1.33.1","callby_num","0"
"1.33.1","id","1090"
"1.33.1","file_id","420"
"1.33.1","goto_num","0"
"1.33.1","cyclomatic","1"
"1.33.1","prg_dif","3"
"1.33.1","ocr_optr","7"
"1.33.1","dcs_stmt","0"
"1.33.1","uncond_num","0"
"1.33.1","prg_lv","0"
"1.33.1","prg_time","8"
"1.33.1","entry_ptr","1"
"1.33.1","cpnt_vol","43"
"1.33.1","call_num","0"
"1.33.1","dlv_bug","0"
"1.33.1","name","sfunc"
"1.33.1","d_oprd","5"
"1.33.1","cpnt_len","12"
"1.33.2","avg_stmt","3"
"1.33.2","scorecard","None"
"1.33.2","exit_pnt","1"
"1.33.2","lang_scope","1"
"1.33.2","strc_lv","1"
"1.33.2","cpnt_voca","17"
"1.33.2","itg_con","12"
"1.33.2","ocr_oprd","14"
"1.33.2","d_optr","10"
"1.33.2","cpnt_eff","1267"
"1.33.2","param_num","0"
"1.33.2","stmt_num","9"
"1.33.2","callby_num","0"
"1.33.2","id","1091"
"1.33.2","file_id","420"
"1.33.2","goto_num","0"
"1.33.2","cyclomatic","1"
"1.33.2","prg_dif","10"
"1.33.2","ocr_optr","17"
"1.33.2","dcs_stmt","0"
"1.33.2","uncond_num","0"
"1.33.2","prg_lv","0"
"1.33.2","prg_time","70"
"1.33.2","entry_ptr","1"
"1.33.2","cpnt_vol","126"
"1.33.2","call_num","0"
"1.33.2","dlv_bug","0"
"1.33.2","name","func"
"1.33.2","d_oprd","7"
"1.33.2","cpnt_len","31"
"1.34.1","avg_stmt","2"
"1.34.1","scorecard","None"
"1.34.1","exit_pnt","1"
"1.34.1","lang_scope","1"
"1.34.1","strc_lv","1"
"1.34.1","cpnt_voca","4"
"1.34.1","itg_con","16"
"1.34.1","ocr_oprd","1"
"1.34.1","d_optr","2"
"1.34.1","cpnt_eff","4"
"1.34.1","param_num","1"
"1.34.1","stmt_num","2"
"1.34.1","callby_num","0"
"1.34.1","id","1092"
"1.34.1","file_id","421"
"1.34.1","goto_num","0"
"1.34.1","cyclomatic","1"
"1.34.1","prg_dif","0"
"1.34.1","ocr_optr","3"
"1.34.1","dcs_stmt","0"
"1.34.1","uncond_num","0"
"1.34.1","prg_lv","2"
"1.34.1","prg_time","0"
"1.34.1","entry_ptr","1"
"1.34.1","cpnt_vol","8"
"1.34.1","call_num","0"
"1.34.1","dlv_bug","0"
"1.34.1","name","mis07"
"1.34.1","d_oprd","2"
"1.34.1","cpnt_len","4"
"1.35.1","avg_stmt","4"
"1.35.1","scorecard","None"
"1.35.1","exit_pnt","1"
"1.35.1","lang_scope","2"
"1.35.1","strc_lv","3"
"1.35.1","cpnt_voca","27"
"1.35.1","itg_con","23"
"1.35.1","ocr_oprd","28"
"1.35.1","d_optr","13"
"1.35.1","cpnt_eff","3956"
"1.35.1","param_num","0"
"1.35.1","stmt_num","14"
"1.35.1","callby_num","0"
"1.35.1","id","1093"
"1.35.1","file_id","422"
"1.35.1","goto_num","0"
"1.35.1","cyclomatic","5"
"1.35.1","prg_dif","12"
"1.35.1","ocr_optr","36"
"1.35.1","dcs_stmt","4"
"1.35.1","uncond_num","0"
"1.35.1","prg_lv","0"
"1.35.1","prg_time","219"
"1.35.1","entry_ptr","1"
"1.35.1","cpnt_vol","304"
"1.35.1","call_num","0"
"1.35.1","dlv_bug","0"
"1.35.1","name","double_lock"
"1.35.1","d_oprd","14"
"1.35.1","cpnt_len","64"
"1.36.1","avg_stmt","2"
"1.36.1","scorecard","None"
"1.36.1","exit_pnt","1"
"1.36.1","lang_scope","1"
"1.36.1","strc_lv","1"
"1.36.1","cpnt_voca","4"
"1.36.1","itg_con","16"
"1.36.1","ocr_oprd","1"
"1.36.1","d_optr","2"
"1.36.1","cpnt_eff","4"
"1.36.1","param_num","1"
"1.36.1","stmt_num","2"
"1.36.1","callby_num","0"
"1.36.1","id","1094"
"1.36.1","file_id","423"
"1.36.1","goto_num","0"
"1.36.1","cyclomatic","1"
"1.36.1","prg_dif","0"
"1.36.1","ocr_optr","3"
"1.36.1","dcs_stmt","0"
"1.36.1","uncond_num","0"
"1.36.1","prg_lv","2"
"1.36.1","prg_time","0"
"1.36.1","entry_ptr","1"
"1.36.1","cpnt_vol","8"
"1.36.1","call_num","0"
"1.36.1","dlv_bug","0"
"1.36.1","name","badFoo"
"1.36.1","d_oprd","2"
"1.36.1","cpnt_len","4"
"1.36.2","avg_stmt","2"
"1.36.2","scorecard","None"
"1.36.2","exit_pnt","1"
"1.36.2","lang_scope","1"
"1.36.2","strc_lv","1"
"1.36.2","cpnt_voca","4"
"1.36.2","itg_con","16"
"1.36.2","ocr_oprd","1"
"1.36.2","d_optr","2"
"1.36.2","cpnt_eff","4"
"1.36.2","param_num","1"
"1.36.2","stmt_num","2"
"1.36.2","callby_num","0"
"1.36.2","id","1095"
"1.36.2","file_id","423"
"1.36.2","goto_num","0"
"1.36.2","cyclomatic","1"
"1.36.2","prg_dif","0"
"1.36.2","ocr_optr","3"
"1.36.2","dcs_stmt","0"
"1.36.2","uncond_num","0"
"1.36.2","prg_lv","2"
"1.36.2","prg_time","0"
"1.36.2","entry_ptr","1"
"1.36.2","cpnt_vol","8"
"1.36.2","call_num","0"
"1.36.2","dlv_bug","0"
"1.36.2","name","goodFoo"
"1.36.2","d_oprd","2"
"1.36.2","cpnt_len","4"
"1.37.1","avg_stmt","4"
"1.37.1","scorecard","None"
"1.37.1","exit_pnt","1"
"1.37.1","lang_scope","1"
"1.37.1","strc_lv","1"
"1.37.1","cpnt_voca","4"
"1.37.1","itg_con","5"
"1.37.1","ocr_oprd","1"
"1.37.1","d_optr","3"
"1.37.1","cpnt_eff","12"
"1.37.1","param_num","0"
"1.37.1","stmt_num","1"
"1.37.1","callby_num","0"
"1.37.1","id","1096"
"1.37.1","file_id","424"
"1.37.1","goto_num","0"
"1.37.1","cyclomatic","1"
"1.37.1","prg_dif","1"
"1.37.1","ocr_optr","3"
"1.37.1","dcs_stmt","0"
"1.37.1","uncond_num","0"
"1.37.1","prg_lv","0"
"1.37.1","prg_time","0"
"1.37.1","entry_ptr","1"
"1.37.1","cpnt_vol","8"
"1.37.1","call_num","0"
"1.37.1","dlv_bug","0"
"1.37.1","name","func1"
"1.37.1","d_oprd","1"
"1.37.1","cpnt_len","4"
"1.37.2","avg_stmt","4"
"1.37.2","scorecard","None"
"1.37.2","exit_pnt","1"
"1.37.2","lang_scope","1"
"1.37.2","strc_lv","1"
"1.37.2","cpnt_voca","4"
"1.37.2","itg_con","5"
"1.37.2","ocr_oprd","1"
"1.37.2","d_optr","3"
"1.37.2","cpnt_eff","12"
"1.37.2","param_num","0"
"1.37.2","stmt_num","1"
"1.37.2","callby_num","0"
"1.37.2","id","1097"
"1.37.2","file_id","424"
"1.37.2","goto_num","0"
"1.37.2","cyclomatic","1"
"1.37.2","prg_dif","1"
"1.37.2","ocr_optr","3"
"1.37.2","dcs_stmt","0"
"1.37.2","uncond_num","0"
"1.37.2","prg_lv","0"
"1.37.2","prg_time","0"
"1.37.2","entry_ptr","1"
"1.37.2","cpnt_vol","8"
"1.37.2","call_num","0"
"1.37.2","dlv_bug","0"
"1.37.2","name","func2"
"1.37.2","d_oprd","1"
"1.37.2","cpnt_len","4"
"1.37.3","avg_stmt","4"
"1.37.3","scorecard","None"
"1.37.3","exit_pnt","1"
"1.37.3","lang_scope","1"
"1.37.3","strc_lv","1"
"1.37.3","cpnt_voca","4"
"1.37.3","itg_con","5"
"1.37.3","ocr_oprd","1"
"1.37.3","d_optr","3"
"1.37.3","cpnt_eff","12"
"1.37.3","param_num","0"
"1.37.3","stmt_num","1"
"1.37.3","callby_num","0"
"1.37.3","id","1098"
"1.37.3","file_id","424"
"1.37.3","goto_num","0"
"1.37.3","cyclomatic","1"
"1.37.3","prg_dif","1"
"1.37.3","ocr_optr","3"
"1.37.3","dcs_stmt","0"
"1.37.3","uncond_num","0"
"1.37.3","prg_lv","0"
"1.37.3","prg_time","0"
"1.37.3","entry_ptr","1"
"1.37.3","cpnt_vol","8"
"1.37.3","call_num","0"
"1.37.3","dlv_bug","0"
"1.37.3","name","func3"
"1.37.3","d_oprd","1"
"1.37.3","cpnt_len","4"
"1.38.1","avg_stmt","2"
"1.38.1","scorecard","None"
"1.38.1","exit_pnt","1"
"1.38.1","lang_scope","0"
"1.38.1","strc_lv","1"
"1.38.1","cpnt_voca","8"
"1.38.1","itg_con","9"
"1.38.1","ocr_oprd","2"
"1.38.1","d_optr","5"
"1.38.1","cpnt_eff","25"
"1.38.1","param_num","1"
"1.38.1","stmt_num","2"
"1.38.1","callby_num","0"
"1.38.1","id","1099"
"1.38.1","file_id","425"
"1.38.1","goto_num","0"
"1.38.1","cyclomatic","1"
"1.38.1","prg_dif","1"
"1.38.1","ocr_optr","3"
"1.38.1","dcs_stmt","0"
"1.38.1","uncond_num","0"
"1.38.1","prg_lv","0"
"1.38.1","prg_time","1"
"1.38.1","entry_ptr","1"
"1.38.1","cpnt_vol","15"
"1.38.1","call_num","0"
"1.38.1","dlv_bug","0"
"1.38.1","name","Func"
"1.38.1","d_oprd","3"
"1.38.1","cpnt_len","5"
"1.39.1","avg_stmt","3"
"1.39.1","scorecard","None"
"1.39.1","exit_pnt","1"
"1.39.1","lang_scope","3"
"1.39.1","strc_lv","4"
"1.39.1","cpnt_voca","20"
"1.39.1","itg_con","23"
"1.39.1","ocr_oprd","27"
"1.39.1","d_optr","10"
"1.39.1","cpnt_eff","4200"
"1.39.1","param_num","0"
"1.39.1","stmt_num","21"
"1.39.1","callby_num","0"
"1.39.1","id","1100"
"1.39.1","file_id","426"
"1.39.1","goto_num","0"
"1.39.1","cyclomatic","7"
"1.39.1","prg_dif","13"
"1.39.1","ocr_optr","45"
"1.39.1","dcs_stmt","6"
"1.39.1","uncond_num","0"
"1.39.1","prg_lv","0"
"1.39.1","prg_time","233"
"1.39.1","entry_ptr","1"
"1.39.1","cpnt_vol","311"
"1.39.1","call_num","0"
"1.39.1","dlv_bug","0"
"1.39.1","name","sub_test"
"1.39.1","d_oprd","10"
"1.39.1","cpnt_len","72"
"1.39.2","avg_stmt","6"
"1.39.2","scorecard","None"
"1.39.2","exit_pnt","1"
"1.39.2","lang_scope","1"
"1.39.2","strc_lv","1"
"1.39.2","cpnt_voca","6"
"1.39.2","itg_con","7"
"1.39.2","ocr_oprd","2"
"1.39.2","d_optr","4"
"1.39.2","cpnt_eff","31"
"1.39.2","param_num","2"
"1.39.2","stmt_num","1"
"1.39.2","callby_num","0"
"1.39.2","id","1101"
"1.39.2","file_id","426"
"1.39.2","goto_num","0"
"1.39.2","cyclomatic","1"
"1.39.2","prg_dif","2"
"1.39.2","ocr_optr","4"
"1.39.2","dcs_stmt","0"
"1.39.2","uncond_num","0"
"1.39.2","prg_lv","0"
"1.39.2","prg_time","1"
"1.39.2","entry_ptr","1"
"1.39.2","cpnt_vol","15"
"1.39.2","call_num","0"
"1.39.2","dlv_bug","0"
"1.39.2","name","sum"
"1.39.2","d_oprd","2"
"1.39.2","cpnt_len","6"
"1.39.3","avg_stmt","6"
"1.39.3","scorecard","None"
"1.39.3","exit_pnt","1"
"1.39.3","lang_scope","1"
"1.39.3","strc_lv","1"
"1.39.3","cpnt_voca","6"
"1.39.3","itg_con","7"
"1.39.3","ocr_oprd","2"
"1.39.3","d_optr","4"
"1.39.3","cpnt_eff","31"
"1.39.3","param_num","2"
"1.39.3","stmt_num","1"
"1.39.3","callby_num","0"
"1.39.3","id","1102"
"1.39.3","file_id","426"
"1.39.3","goto_num","0"
"1.39.3","cyclomatic","1"
"1.39.3","prg_dif","2"
"1.39.3","ocr_optr","4"
"1.39.3","dcs_stmt","0"
"1.39.3","uncond_num","0"
"1.39.3","prg_lv","0"
"1.39.3","prg_time","1"
"1.39.3","entry_ptr","1"
"1.39.3","cpnt_vol","15"
"1.39.3","call_num","0"
"1.39.3","dlv_bug","0"
"1.39.3","name","substract"
"1.39.3","d_oprd","2"
"1.39.3","cpnt_len","6"
"1.39.4","avg_stmt","4"
"1.39.4","scorecard","None"
"1.39.4","exit_pnt","2"
"1.39.4","lang_scope","1"
"1.39.4","strc_lv","2"
"1.39.4","cpnt_voca","10"
"1.39.4","itg_con","8"
"1.39.4","ocr_oprd","4"
"1.39.4","d_optr","7"
"1.39.4","cpnt_eff","186"
"1.39.4","param_num","2"
"1.39.4","stmt_num","3"
"1.39.4","callby_num","0"
"1.39.4","id","1103"
"1.39.4","file_id","426"
"1.39.4","goto_num","0"
"1.39.4","cyclomatic","3"
"1.39.4","prg_dif","4"
"1.39.4","ocr_optr","8"
"1.39.4","dcs_stmt","2"
"1.39.4","uncond_num","0"
"1.39.4","prg_lv","0"
"1.39.4","prg_time","10"
"1.39.4","entry_ptr","1"
"1.39.4","cpnt_vol","39"
"1.39.4","call_num","0"
"1.39.4","dlv_bug","0"
"1.39.4","name","divide"
"1.39.4","d_oprd","3"
"1.39.4","cpnt_len","12"
"1.39.5","avg_stmt","6"
"1.39.5","scorecard","None"
"1.39.5","exit_pnt","1"
"1.39.5","lang_scope","0"
"1.39.5","strc_lv","0"
"1.39.5","cpnt_voca","8"
"1.39.5","itg_con","10"
"1.39.5","ocr_oprd","2"
"1.39.5","d_optr","5"
"1.39.5","cpnt_eff","30"
"1.39.5","param_num","2"
"1.39.5","stmt_num","1"
"1.39.5","callby_num","0"
"1.39.5","id","1104"
"1.39.5","file_id","426"
"1.39.5","goto_num","0"
"1.39.5","cyclomatic","1"
"1.39.5","prg_dif","1"
"1.39.5","ocr_optr","4"
"1.39.5","dcs_stmt","0"
"1.39.5","uncond_num","0"
"1.39.5","prg_lv","0"
"1.39.5","prg_time","1"
"1.39.5","entry_ptr","1"
"1.39.5","cpnt_vol","18"
"1.39.5","call_num","0"
"1.39.5","dlv_bug","0"
"1.39.5","name","multiply"
"1.39.5","d_oprd","3"
"1.39.5","cpnt_len","6"
"1.40.1","avg_stmt","3"
"1.40.1","scorecard","None"
"1.40.1","exit_pnt","1"
"1.40.1","lang_scope","1"
"1.40.1","strc_lv","1"
"1.40.1","cpnt_voca","3"
"1.40.1","itg_con","0"
"1.40.1","ocr_oprd","0"
"1.40.1","d_optr","3"
"1.40.1","cpnt_eff","0"
"1.40.1","param_num","0"
"1.40.1","stmt_num","1"
"1.40.1","callby_num","0"
"1.40.1","id","1105"
"1.40.1","file_id","427"
"1.40.1","goto_num","0"
"1.40.1","cyclomatic","1"
"1.40.1","prg_dif","0"
"1.40.1","ocr_optr","3"
"1.40.1","dcs_stmt","0"
"1.40.1","uncond_num","0"
"1.40.1","prg_lv","0"
"1.40.1","prg_time","0"
"1.40.1","entry_ptr","1"
"1.40.1","cpnt_vol","4"
"1.40.1","call_num","0"
"1.40.1","dlv_bug","0"
"1.40.1","name","testFunc"
"1.40.1","d_oprd","0"
"1.40.1","cpnt_len","3"
"1.41.1","avg_stmt","3"
"1.41.1","scorecard","None"
"1.41.1","exit_pnt","1"
"1.41.1","lang_scope","1"
"1.41.1","strc_lv","1"
"1.41.1","cpnt_voca","6"
"1.41.1","itg_con","15"
"1.41.1","ocr_oprd","2"
"1.41.1","d_optr","3"
"1.41.1","cpnt_eff","15"
"1.41.1","param_num","0"
"1.41.1","stmt_num","2"
"1.41.1","callby_num","0"
"1.41.1","id","1106"
"1.41.1","file_id","428"
"1.41.1","goto_num","0"
"1.41.1","cyclomatic","1"
"1.41.1","prg_dif","1"
"1.41.1","ocr_optr","4"
"1.41.1","dcs_stmt","0"
"1.41.1","uncond_num","0"
"1.41.1","prg_lv","1"
"1.41.1","prg_time","0"
"1.41.1","entry_ptr","1"
"1.41.1","cpnt_vol","15"
"1.41.1","call_num","0"
"1.41.1","dlv_bug","0"
"1.41.1","name","func"
"1.41.1","d_oprd","3"
"1.41.1","cpnt_len","6"
"1.42.1","avg_stmt","2"
"1.42.1","scorecard","None"
"1.42.1","exit_pnt","1"
"1.42.1","lang_scope","0"
"1.42.1","strc_lv","1"
"1.42.1","cpnt_voca","8"
"1.42.1","itg_con","9"
"1.42.1","ocr_oprd","2"
"1.42.1","d_optr","5"
"1.42.1","cpnt_eff","25"
"1.42.1","param_num","1"
"1.42.1","stmt_num","2"
"1.42.1","callby_num","0"
